hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,day_demand,los,arrival_year,arrival_month,arrival_dow,arrival_day
City Hotel,0,41,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,93.93,0,2,146,4,2016,11,5,12
City Hotel,0,51,46,2,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,146,4,2016,11,5,12
City Hotel,0,25,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,100.3,0,0,146,4,2016,11,5,12
City Hotel,0,2,47,2,1,1,0,0,1,Aviation,Corporate,0,0,0,No Deposit,1,0,0,Transient,79.0,0,0,126,3,2016,11,6,13
City Hotel,0,43,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.48,0,2,146,4,2016,11,5,12
City Hotel,0,55,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,102.6,1,1,95,1,2016,11,1,15
City Hotel,0,13,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,85.85,0,0,146,4,2016,11,5,12
City Hotel,0,5,46,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,106.21,0,2,147,6,2016,11,3,10
City Hotel,0,43,47,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,44.0,0,1,95,1,2016,11,1,15
City Hotel,0,14,9,0,1,2,0,0,1,Direct,Direct,1,1,0,No Deposit,0,1,0,Transient,49.0,0,2,136,1,2017,3,4,3
City Hotel,0,4,47,2,1,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,65.0,0,0,126,3,2016,11,6,13
City Hotel,0,39,46,2,3,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,73.81,0,1,209,5,2016,11,4,11
City Hotel,0,276,47,2,1,2,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,60.29,0,3,126,3,2016,11,6,13
City Hotel,0,277,47,2,1,2,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,60.29,0,4,126,3,2016,11,6,13
City Hotel,0,277,47,2,1,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,60.29,0,4,126,3,2016,11,6,13
City Hotel,0,78,47,0,0,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,0.0,0,2,131,0,2016,11,2,16
City Hotel,0,15,46,2,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,85.85,0,1,146,4,2016,11,5,12
City Hotel,0,25,47,1,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.0,0,0,142,2,2016,11,0,14
City Hotel,0,4,47,2,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,111.0,0,1,126,3,2016,11,6,13
City Hotel,0,47,46,2,2,2,0,0,1,Direct,Direct,0,0,1,No Deposit,1,0,0,Transient,85.75,0,1,146,4,2016,11,5,12
City Hotel,0,46,47,2,1,1,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,79.2,0,0,126,3,2016,11,6,13
City Hotel,0,50,46,2,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,85.75,0,0,146,4,2016,11,5,12
City Hotel,0,8,47,1,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,103.0,0,1,142,2,2016,11,0,14
City Hotel,0,8,47,1,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,103.0,0,1,142,2,2016,11,0,14
City Hotel,0,47,46,2,2,1,0,0,1,Direct,Direct,0,0,2,No Deposit,1,0,0,Transient,85.75,0,1,146,4,2016,11,5,12
City Hotel,0,0,47,0,1,1,0,0,1,Direct,Direct,0,0,1,No Deposit,0,0,0,Transient,88.0,0,0,95,1,2016,11,1,15
City Hotel,0,175,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,83.01,0,2,146,4,2016,11,5,12
City Hotel,0,18,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,93.84,0,1,209,5,2016,11,4,11
City Hotel,0,62,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,105.0,0,2,146,4,2016,11,5,12
City Hotel,0,43,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,99.2,0,0,95,1,2016,11,1,15
City Hotel,0,69,47,2,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,0,126,3,2016,11,6,13
City Hotel,0,83,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,94.36,0,2,209,5,2016,11,4,11
City Hotel,0,46,46,2,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,146,4,2016,11,5,12
City Hotel,0,54,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,77.25,0,1,209,5,2016,11,4,11
City Hotel,0,7,47,0,1,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,40.0,0,0,95,1,2016,11,1,15
City Hotel,0,31,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.48,0,1,146,4,2016,11,5,12
City Hotel,0,60,47,1,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,93.6,0,1,142,2,2016,11,0,14
City Hotel,0,12,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,100.94,0,3,146,4,2016,11,5,12
City Hotel,0,110,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,78.1,0,1,146,4,2016,11,5,12
City Hotel,0,43,46,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.48,0,2,146,4,2016,11,5,12
City Hotel,0,8,47,1,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,103.0,0,1,142,2,2016,11,0,14
City Hotel,0,8,47,1,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,103.0,0,1,142,2,2016,11,0,14
City Hotel,0,24,47,2,1,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,80.0,0,0,126,3,2016,11,6,13
City Hotel,0,104,46,2,3,2,0,0,1,Direct,Direct,0,0,2,No Deposit,1,0,0,Transient,108.43,0,2,146,5,2016,11,5,12
City Hotel,0,49,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,142,3,2016,11,0,14
City Hotel,0,40,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,60.48,0,2,146,5,2016,11,5,12
City Hotel,0,43,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,97.0,0,1,131,1,2016,11,2,16
City Hotel,0,56,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,74.8,0,1,146,5,2016,11,5,12
City Hotel,0,1,47,0,2,1,0,0,1,Groups,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,95,2,2016,11,1,15
City Hotel,0,21,46,2,7,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,107.64,0,1,87,9,2016,11,1,8
City Hotel,0,20,46,2,4,2,1,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,196.67,0,4,209,6,2016,11,4,11
City Hotel,0,6,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,121.0,0,1,131,1,2016,11,2,16
City Hotel,0,15,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,92.94,0,2,126,4,2016,11,6,13
City Hotel,0,59,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,142,3,2016,11,0,14
City Hotel,0,59,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,142,3,2016,11,0,14
City Hotel,0,7,47,0,1,1,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,95.0,0,0,131,1,2016,11,2,16
City Hotel,0,59,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,142,3,2016,11,0,14
City Hotel,0,12,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,80.8,0,0,131,1,2016,11,2,16
City Hotel,0,14,47,0,1,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,65.0,0,0,131,1,2016,11,2,16
City Hotel,0,0,47,0,1,1,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.75,1,0,131,1,2016,11,2,16
City Hotel,0,31,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.4,0,1,126,4,2016,11,6,13
City Hotel,0,16,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,93.0,0,0,131,1,2016,11,2,16
City Hotel,0,20,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,80.0,0,0,142,3,2016,11,0,14
City Hotel,0,16,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,84.0,0,0,131,1,2016,11,2,16
City Hotel,0,11,47,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.1,0,1,142,3,2016,11,0,14
City Hotel,0,10,47,2,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,97.0,0,2,126,4,2016,11,6,13
City Hotel,0,9,47,0,1,1,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,95.0,0,0,131,1,2016,11,2,16
City Hotel,0,47,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.08,0,1,146,5,2016,11,5,12
City Hotel,0,33,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,97.4,0,1,126,4,2016,11,6,13
City Hotel,0,20,47,0,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,114.0,0,2,95,2,2016,11,1,15
City Hotel,0,6,47,0,1,1,0,0,1,Online TA,GDS,0,0,0,No Deposit,1,0,0,Transient,120.0,0,0,131,1,2016,11,2,16
City Hotel,0,10,47,0,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,103.0,0,2,95,2,2016,11,1,15
City Hotel,0,35,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,114.0,0,2,131,1,2016,11,2,16
City Hotel,0,56,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,142,3,2016,11,0,14
City Hotel,0,56,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,142,3,2016,11,0,14
City Hotel,0,56,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,142,3,2016,11,0,14
City Hotel,0,20,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,90.65,0,1,126,4,2016,11,6,13
City Hotel,0,56,47,1,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,142,3,2016,11,0,14
City Hotel,0,61,46,2,3,3,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,92.65,0,2,146,5,2016,11,5,12
City Hotel,0,8,47,0,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,90.0,0,0,95,2,2016,11,1,15
City Hotel,0,8,47,0,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,90.0,0,0,95,2,2016,11,1,15
City Hotel,0,2,47,2,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,0,0,0,Transient,98.0,0,2,126,4,2016,11,6,13
City Hotel,0,3,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,99.1,1,1,146,5,2016,11,5,12
City Hotel,0,190,47,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,81.9,0,1,142,3,2016,11,0,14
City Hotel,0,6,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,0,0,0,Transient,91.0,0,3,126,4,2016,11,6,13
City Hotel,0,7,47,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,111.0,0,1,142,3,2016,11,0,14
City Hotel,0,27,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,96.9,0,2,126,4,2016,11,6,13
City Hotel,0,13,47,1,2,2,1,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,125.0,0,2,142,3,2016,11,0,14
City Hotel,0,83,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,113.5,0,1,126,4,2016,11,6,13
City Hotel,0,82,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,107.0,0,1,126,4,2016,11,6,13
City Hotel,0,22,47,1,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,64.37,0,1,142,3,2016,11,0,14
City Hotel,0,17,47,1,2,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,67.76,0,1,142,3,2016,11,0,14
City Hotel,0,2,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,80.75,0,2,126,4,2016,11,6,13
City Hotel,0,13,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,114.0,0,2,131,1,2016,11,2,16
City Hotel,0,0,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,98.6,0,1,126,4,2016,11,6,13
City Hotel,0,32,47,0,2,2,0,0,1,Complementary,Direct,0,0,0,No Deposit,0,0,0,Transient,75.0,0,1,95,2,2016,11,1,15
City Hotel,0,22,47,0,2,1,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,77.0,0,0,95,2,2016,11,1,15
City Hotel,0,17,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.4,0,1,146,5,2016,11,5,12
City Hotel,0,107,47,2,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,87.5,0,1,126,4,2016,11,6,13
City Hotel,0,14,47,1,2,1,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,88.0,0,1,142,3,2016,11,0,14
City Hotel,0,134,47,2,2,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,79.2,0,2,126,4,2016,11,6,13
City Hotel,0,104,46,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,69.3,0,1,146,5,2016,11,5,12
City Hotel,0,26,47,0,2,1,0,0,1,Corporate,Corporate,0,0,3,No Deposit,0,1,0,Transient,77.0,0,0,131,2,2016,11,2,16
City Hotel,0,2,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,94.35,0,1,142,4,2016,11,0,14
City Hotel,0,19,47,2,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,80.0,0,0,126,5,2016,11,6,13
City Hotel,0,51,47,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.2,0,1,95,3,2016,11,1,15
City Hotel,0,49,47,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,74.8,0,2,126,5,2016,11,6,13
City Hotel,0,29,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,96.9,0,0,142,4,2016,11,0,14
City Hotel,0,52,47,1,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,142,4,2016,11,0,14
City Hotel,0,0,47,1,3,1,0,0,1,Corporate,Corporate,0,0,2,No Deposit,0,1,0,Transient,95.0,0,2,142,4,2016,11,0,14
City Hotel,0,7,47,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,121.0,0,2,126,5,2016,11,6,13
City Hotel,0,5,47,2,3,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,84.0,0,0,126,5,2016,11,6,13
City Hotel,0,199,47,0,2,3,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,140.0,0,0,131,2,2016,11,2,16
City Hotel,0,0,47,0,2,2,0,0,1,Direct,Direct,0,0,1,No Deposit,1,0,0,Transient,105.0,0,1,131,2,2016,11,2,16
City Hotel,0,76,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.7,0,1,142,4,2016,11,0,14
City Hotel,0,30,47,0,2,1,0,0,1,Online TA,GDS,0,0,0,No Deposit,1,0,0,Transient,82.0,0,0,131,2,2016,11,2,16
City Hotel,0,13,47,0,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,73.15,0,1,131,2,2016,11,2,16
City Hotel,0,17,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.0,0,1,160,1,2016,11,3,17
City Hotel,0,13,47,0,2,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,73.15,0,1,131,2,2016,11,2,16
City Hotel,0,11,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,114.0,1,1,142,4,2016,11,0,14
City Hotel,0,1,47,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,130.0,0,1,131,2,2016,11,2,16
City Hotel,0,52,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,82.08,0,0,142,4,2016,11,0,14
City Hotel,0,10,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,87.5,0,1,142,4,2016,11,0,14
City Hotel,0,55,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.4,0,2,142,4,2016,11,0,14
City Hotel,0,9,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,120.0,0,1,142,4,2016,11,0,14
City Hotel,0,98,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,69.3,0,1,142,4,2016,11,0,14
City Hotel,0,26,46,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,99.17,0,2,146,6,2016,11,5,12
City Hotel,0,9,47,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,65.29,0,1,126,5,2016,11,6,13
City Hotel,0,56,47,0,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,131,2,2016,11,2,16
City Hotel,0,35,47,0,3,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,96.0,0,2,95,3,2016,11,1,15
City Hotel,0,85,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.7,0,2,142,4,2016,11,0,14
City Hotel,0,19,47,1,3,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,58.45,0,1,142,4,2016,11,0,14
City Hotel,0,49,47,0,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,1,95,3,2016,11,1,15
City Hotel,0,60,47,0,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,95,3,2016,11,1,15
City Hotel,0,85,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.7,0,2,142,4,2016,11,0,14
City Hotel,0,6,47,1,3,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,100.63,0,0,142,4,2016,11,0,14
City Hotel,0,17,47,0,1,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,86.88,1,0,160,1,2016,11,3,17
City Hotel,0,40,47,1,3,2,0,0,1,Direct,Direct,0,0,3,No Deposit,1,0,0,Transient,124.2,1,0,142,4,2016,11,0,14
City Hotel,0,8,47,0,3,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,83.13,0,0,95,3,2016,11,1,15
City Hotel,0,125,47,0,2,2,0,0,1,Online TA,TA/TO,0,0,2,No Deposit,1,0,0,Transient,79.2,0,1,131,2,2016,11,2,16
City Hotel,0,32,46,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,92.08,0,0,146,6,2016,11,5,12
City Hotel,0,14,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.27,0,2,142,4,2016,11,0,14
City Hotel,0,9,47,0,2,1,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,95.0,0,0,131,2,2016,11,2,16
City Hotel,0,68,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.9,0,2,142,4,2016,11,0,14
City Hotel,0,95,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,86.25,0,2,142,4,2016,11,0,14
City Hotel,0,53,47,1,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,0,142,4,2016,11,0,14
City Hotel,0,112,47,2,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,100.05,0,1,126,5,2016,11,6,13
City Hotel,0,6,47,1,3,1,0,0,1,Corporate,Corporate,0,0,0,No Deposit,0,1,0,Transient,100.63,0,0,142,4,2016,11,0,14
City Hotel,0,53,47,1,3,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,0,142,4,2016,11,0,14
City Hotel,0,50,47,0,3,2,0,1,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,95,3,2016,11,1,15
City Hotel,0,7,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.8,0,0,160,1,2016,11,3,17
City Hotel,0,140,39,16,41,0,0,0,1,Online TA,TA/TO,0,0,12,No Deposit,1,0,0,Transient,8.34,0,2,194,57,2016,9,3,22
City Hotel,0,0,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,95.0,0,1,160,1,2016,11,3,17
City Hotel,0,43,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,74.61,0,2,142,4,2016,11,0,14
City Hotel,0,7,47,0,3,2,0,0,1,Direct,Direct,0,0,0,No Deposit,1,0,0,Transient,105.0,0,1,95,3,2016,11,1,15
City Hotel,0,19,47,1,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,64.67,0,1,142,4,2016,11,0,14
City Hotel,0,53,46,2,5,2,0,0,1,Online TA,TA/TO,0,0,1,No Deposit,1,0,0,Transient,97.87,0,4,209,7,2016,11,4,11
City Hotel,0,1,46,2,5,1,0,0,1,Offline TA/TO,TA/TO,0,0,1,No Deposit,1,0,0,Transient,65.0,0,0,209,7,2016,11,4,11
City Hotel,0,50,47,0,1,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,79.2,0,1,160,1,2016,11,3,17
City Hotel,0,71,46,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,77.0,0,2,146,6,2016,11,5,12
City Hotel,0,8,47,0,4,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,97.0,0,3,95,4,2016,11,1,15
City Hotel,0,0,47,0,0,0,0,0,1,Online TA,TA/TO,1,0,0,No Deposit,1,0,0,Transient,0.0,0,1,140,0,2016,11,5,19
City Hotel,0,0,47,0,0,0,0,0,1,Online TA,TA/TO,1,0,0,No Deposit,1,0,0,Transient,0.0,0,1,140,0,2016,11,5,19
City Hotel,0,1,47,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,104.0,1,1,131,3,2016,11,2,16
City Hotel,0,59,47,0,2,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,75.0,0,0,160,2,2016,11,3,17
City Hotel,0,45,47,2,4,2,0,0,1,Offline TA/TO,TA/TO,0,0,0,No Deposit,1,0,0,Transient,68.0,0,0,126,6,2016,11,6,13
City Hotel,0,54,47,0,3,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,57.93,0,1,131,3,2016,11,2,16
City Hotel,0,21,47,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.4,0,1,126,6,2016,11,6,13
City Hotel,0,16,47,0,2,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,89.0,0,1,160,2,2016,11,3,17
City Hotel,0,44,47,1,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,88.4,0,2,142,5,2016,11,0,14
City Hotel,0,18,47,2,4,2,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,96.9,0,1,126,6,2016,11,6,13
City Hotel,0,2,47,0,3,1,0,0,1,Offline TA/TO,TA/TO,0,0,2,No Deposit,1,0,0,Transient,120.0,0,0,131,3,2016,11,2,16
City Hotel,0,2,47,0,3,1,0,0,1,Offline TA/TO,TA/TO,0,0,2,No Deposit,1,0,0,Transient,120.0,0,0,131,3,2016,11,2,16
City Hotel,0,0,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,95.0,0,0,207,1,2016,11,4,18
City Hotel,0,0,47,0,1,1,0,0,1,Online TA,TA/TO,0,0,0,No Deposit,1,0,0,Transient,95.0,0,0,207,1,2016,11,4,18
City Hotel,0,0,47,1,4,1,0,0,1,Corporate,Corporate,0,0,3,No Deposit,0,1,0,Transient,95.0,0,2,142,5,2016,11,0,14
